path,label
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_3875.png,LYM
25954813/HMU-GC-HE-30K/all_image/STR/STR_2788.png,STR
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_2370.png,DEB
25954813/HMU-GC-HE-30K/all_image/STR/STR_1950.png,STR
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_3800.png,DEB
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_3887.png,TUM
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_528.png,LYM
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_890.png,LYM
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_1742.png,NOR
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_3677.png,DEB
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_1719.png,ADI
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_1338.png,DEB
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_1244.png,MUC
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_2784.png,MUS
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_3144.png,TUM
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_730.png,DEB
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_3139.png,ADI
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_2880.png,DEB
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_1629.png,DEB
25954813/HMU-GC-HE-30K/all_image/STR/STR_2805.png,STR
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_2236.png,MUS
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_3190.png,TUM
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_423.png,MUC
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_3081.png,TUM
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_2923.png,LYM
25954813/HMU-GC-HE-30K/all_image/STR/STR_3737.png,STR
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_2798.png,MUS
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_2493.png,ADI
25954813/HMU-GC-HE-30K/all_image/STR/STR_1728.png,STR
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_1316.png,MUS
25954813/HMU-GC-HE-30K/all_image/STR/STR_1801.png,STR
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_2015.png,TUM
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_1809.png,MUC
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_1427.png,MUS
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_3003.png,DEB
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_2018.png,MUC
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_1494.png,ADI
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_738.png,NOR
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_2561.png,NOR
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_3108.png,MUS
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_3186.png,LYM
25954813/HMU-GC-HE-30K/all_image/STR/STR_578.png,STR
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_1370.png,ADI
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_1992.png,MUS
25954813/HMU-GC-HE-30K/all_image/STR/STR_2528.png,STR
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_2562.png,NOR
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_158.png,DEB
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_1059.png,DEB
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_3393.png,DEB
25954813/HMU-GC-HE-30K/all_image/STR/STR_911.png,STR
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_2786.png,MUC
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_3600.png,MUS
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_1281.png,MUS
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_3730.png,MUS
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_3738.png,ADI
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_1875.png,MUC
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_3876.png,NOR
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_403.png,MUS
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_3825.png,TUM
25954813/HMU-GC-HE-30K/all_image/STR/STR_1219.png,STR
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_2202.png,MUS
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_2834.png,MUC
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_3586.png,LYM
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_3830.png,TUM
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_3312.png,NOR
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_330.png,DEB
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_3469.png,ADI
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_852.png,MUS
25954813/HMU-GC-HE-30K/all_image/STR/STR_1838.png,STR
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_315.png,MUS
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_3045.png,NOR
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_2801.png,DEB
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_2134.png,MUS
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_2413.png,ADI
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_1527.png,MUS
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_433.png,MUC
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_2697.png,MUC
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_2008.png,ADI
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_3432.png,NOR
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_1986.png,MUS
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_2443.png,DEB
25954813/HMU-GC-HE-30K/all_image/STR/STR_109.png,STR
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_836.png,NOR
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_2593.png,MUS
25954813/HMU-GC-HE-30K/all_image/STR/STR_674.png,STR
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_651.png,LYM
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_52.png,MUS
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_2165.png,ADI
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_2162.png,MUC
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_544.png,NOR
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_3229.png,LYM
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_2490.png,ADI
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_2343.png,ADI
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_252.png,LYM
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_2336.png,TUM
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_687.png,TUM
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_1047.png,MUS
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_1209.png,TUM
25954813/HMU-GC-HE-30K/all_image/STR/STR_2824.png,STR
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_341.png,ADI
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_1613.png,NOR
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_2125.png,NOR
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_345.png,MUS
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_2290.png,MUS
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_904.png,ADI
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_1682.png,ADI
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_3543.png,DEB
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_3435.png,MUS
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_1928.png,MUC
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_1715.png,MUS
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_1181.png,MUS
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_2458.png,TUM
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_1272.png,MUC
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_3593.png,NOR
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_2243.png,MUC
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_3844.png,TUM
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_1291.png,DEB
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_778.png,TUM
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_3586.png,DEB
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_530.png,LYM
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_387.png,NOR
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_558.png,ADI
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_2537.png,DEB
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_2394.png,TUM
25954813/HMU-GC-HE-30K/all_image/STR/STR_1734.png,STR
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_2755.png,TUM
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_1335.png,ADI
25954813/HMU-GC-HE-30K/all_image/STR/STR_2960.png,STR
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_1387.png,LYM
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_2321.png,LYM
25954813/HMU-GC-HE-30K/all_image/STR/STR_3659.png,STR
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_191.png,MUS
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_3409.png,MUS
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_783.png,ADI
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_1194.png,MUS
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_2781.png,LYM
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_1304.png,LYM
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_2980.png,ADI
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_2390.png,MUS
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_1673.png,LYM
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_1576.png,LYM
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_1607.png,LYM
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_1284.png,MUS
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_1782.png,NOR
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_2715.png,ADI
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_1871.png,LYM
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_2457.png,TUM
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_2762.png,MUS
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_2060.png,MUC
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_2594.png,ADI
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_2560.png,MUC
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_1313.png,DEB
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_391.png,TUM
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_484.png,TUM
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_1988.png,NOR
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_3547.png,MUS
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_189.png,ADI
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_1963.png,ADI
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_350.png,NOR
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_2189.png,ADI
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_1473.png,DEB
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_1274.png,LYM
25954813/HMU-GC-HE-30K/all_image/STR/STR_2295.png,STR
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_1808.png,MUC
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_1005.png,MUC
25954813/HMU-GC-HE-30K/all_image/STR/STR_3225.png,STR
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_2281.png,MUC
25954813/HMU-GC-HE-30K/all_image/STR/STR_2366.png,STR
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_2567.png,NOR
25954813/HMU-GC-HE-30K/all_image/STR/STR_2700.png,STR
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_2821.png,NOR
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_3820.png,MUC
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_907.png,ADI
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_2526.png,ADI
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_1025.png,MUS
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_3432.png,DEB
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_633.png,MUC
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_2646.png,DEB
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_1998.png,NOR
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_1496.png,ADI
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_2101.png,DEB
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_2002.png,NOR
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_2126.png,MUC
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_2279.png,MUC
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_3635.png,NOR
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_363.png,DEB
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_2747.png,NOR
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_1261.png,MUS
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_3837.png,DEB
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_827.png,NOR
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_282.png,TUM
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_3783.png,TUM
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_966.png,LYM
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_1940.png,MUS
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_566.png,TUM
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_1783.png,MUS
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_3084.png,MUC
25954813/HMU-GC-HE-30K/all_image/STR/STR_2978.png,STR
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_666.png,LYM
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_54.png,DEB
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_3012.png,NOR
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_2729.png,DEB
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_3240.png,NOR
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_2004.png,MUC
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_3468.png,TUM
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_448.png,MUC
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_459.png,DEB
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_496.png,NOR
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_2305.png,LYM
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_565.png,ADI
25954813/HMU-GC-HE-30K/all_image/STR/STR_2116.png,STR
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_1746.png,TUM
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_2033.png,NOR
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_214.png,NOR
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_87.png,LYM
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_3769.png,LYM
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_918.png,LYM
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_2176.png,LYM
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_693.png,MUS
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_1810.png,MUS
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_1185.png,MUC
25954813/HMU-GC-HE-30K/all_image/STR/STR_3556.png,STR
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_3678.png,NOR
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_2431.png,MUS
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_296.png,ADI
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_3394.png,MUC
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_3488.png,DEB
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_21.png,NOR
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_3306.png,NOR
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_3867.png,ADI
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_2727.png,TUM
25954813/HMU-GC-HE-30K/all_image/STR/STR_2844.png,STR
25954813/HMU-GC-HE-30K/all_image/STR/STR_3189.png,STR
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_3389.png,MUC
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_1447.png,MUS
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_1445.png,MUS
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_2076.png,NOR
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_3815.png,DEB
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_3250.png,LYM
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_434.png,NOR
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_3699.png,NOR
25954813/HMU-GC-HE-30K/all_image/STR/STR_874.png,STR
25954813/HMU-GC-HE-30K/all_image/STR/STR_563.png,STR
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_2368.png,MUC
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_1425.png,MUC
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_1956.png,LYM
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_1618.png,LYM
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_2448.png,MUS
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_3088.png,NOR
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_813.png,NOR
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_695.png,DEB
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_369.png,NOR
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_2082.png,ADI
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_120.png,LYM
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_3413.png,NOR
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_3226.png,TUM
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_2456.png,MUS
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_1849.png,TUM
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_2551.png,MUC
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_251.png,NOR
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_795.png,MUS
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_1892.png,MUS
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_3606.png,ADI
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_1957.png,TUM
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_3263.png,TUM
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_724.png,ADI
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_3379.png,TUM
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_2334.png,MUC
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_839.png,NOR
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_3609.png,MUS
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_1549.png,DEB
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_2038.png,MUS
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_3524.png,LYM
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_2869.png,DEB
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_79.png,ADI
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_849.png,ADI
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_1452.png,DEB
25954813/HMU-GC-HE-30K/all_image/STR/STR_54.png,STR
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_3592.png,MUS
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_1798.png,DEB
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_1993.png,TUM
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_3143.png,DEB
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_2283.png,DEB
25954813/HMU-GC-HE-30K/all_image/STR/STR_1820.png,STR
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_285.png,ADI
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_3079.png,MUC
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_3457.png,LYM
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_1443.png,MUC
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_112.png,DEB
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_1089.png,MUC
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_396.png,MUS
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_2373.png,MUC
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_852.png,LYM
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_1241.png,LYM
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_836.png,LYM
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_2408.png,TUM
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_3178.png,LYM
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_2792.png,MUC
25954813/HMU-GC-HE-30K/all_image/STR/STR_512.png,STR
25954813/HMU-GC-HE-30K/all_image/STR/STR_552.png,STR
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_3128.png,MUS
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_1129.png,TUM
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_637.png,ADI
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_2536.png,NOR
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_2353.png,NOR
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_1534.png,DEB
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_1114.png,LYM
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_2185.png,LYM
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_710.png,ADI
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_706.png,ADI
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_2061.png,DEB
25954813/HMU-GC-HE-30K/all_image/STR/STR_2120.png,STR
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_3595.png,TUM
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_3175.png,TUM
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_3310.png,TUM
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_3467.png,LYM
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_560.png,LYM
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_1611.png,LYM
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_2393.png,ADI
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_3434.png,DEB
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_3263.png,DEB
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_3289.png,LYM
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_3369.png,NOR
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_1962.png,MUC
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_828.png,ADI
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_2914.png,MUC
25954813/HMU-GC-HE-30K/all_image/MUC/MUC_834.png,MUC
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_2000.png,LYM
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_2539.png,NOR
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_690.png,LYM
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_1588.png,NOR
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_2140.png,LYM
25954813/HMU-GC-HE-30K/all_image/DEB/DEB_614.png,DEB
25954813/HMU-GC-HE-30K/all_image/STR/STR_3646.png,STR
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_1083.png,LYM
25954813/HMU-GC-HE-30K/all_image/MUS/MUS_1615.png,MUS
25954813/HMU-GC-HE-30K/all_image/NOR/NOR_3825.png,NOR
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_2763.png,TUM
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_1624.png,ADI
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_3174.png,ADI
25954813/HMU-GC-HE-30K/all_image/ADI/ADI_1191.png,ADI
25954813/HMU-GC-HE-30K/all_image/STR/STR_857.png,STR
25954813/HMU-GC-HE-30K/all_image/STR/STR_307.png,STR
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_3785.png,LYM
25954813/HMU-GC-HE-30K/all_image/LYM/LYM_2670.png,LYM
25954813/HMU-GC-HE-30K/all_image/TUM/TUM_630.png,TUM
